Time [MM:SS];Image file path;T1;T2;T3;T4;T5;T6;T7;T8;V1;V2;V3;V4;V5;V6;V7;V8
14-23-26_997;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_32/Images/14-23-26_997.PNG;-72,553143;-19,854117;-19,868235;-19,826387;27,169521;27,525468;27,491923;-117,432426;11,885575;8,170174;8,158358;8,162250;2,053204;2,026639;2,029128;12,003738
14-23-27_497;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_32/Images/14-23-27_497.PNG;-72,556556;-19,854358;-19,868530;-19,826493;27,157017;27,526762;27,491498;-118,466648;11,885612;8,170210;8,158402;8,162266;2,054143;2,026543;2,029160;12,003780
14-23-27_997;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_32/Images/14-23-27_997.PNG;-72,552373;-19,854641;-19,868310;-19,826304;27,149474;27,528450;27,488439;-116,810696;11,885567;8,170253;8,158369;8,162237;2,054710;2,026418;2,029387;12,003710
14-23-28_497;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_32/Images/14-23-28_497.PNG;-72,552648;-19,854515;-19,868617;-19,826442;27,114357;27,528852;27,489491;-117,227595;11,885570;8,170234;8,158415;8,162258;2,057351;2,026388;2,029309;12,003729
14-23-28_997;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_32/Images/14-23-28_997.PNG;-72,553584;-19,854117;-19,868420;-19,826335;27,092434;27,529833;27,491875;-116,874137;11,885580;8,170174;8,158386;8,162242;2,059001;2,026315;2,029132;12,003713
14-23-29_497;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_32/Images/14-23-29_497.PNG;-72,555125;-19,854381;-19,868586;-19,826359;27,094808;27,530299;27,496210;-117,877034;11,885597;8,170214;8,158411;8,162246;2,058823;2,026281;2,028810;12,003757
14-23-29_997;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_32/Images/14-23-29_997.PNG;-72,555620;-19,854239;-19,868507;-19,826288;27,092323;27,530830;27,499350;-118,338020;11,885602;8,170192;8,158399;8,162235;2,059010;2,026242;2,028577;12,003775
14-23-30_497;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_32/Images/14-23-30_497.PNG;-72,557382;-19,854369;-19,868613;-19,826375;27,093320;27,531674;27,502016;-118,973022;11,885621;8,170212;8,158415;8,162248;2,058935;2,026179;2,028379;12,003797
14-23-30_997;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_32/Images/14-23-30_997.PNG;-72,555455;-19,854322;-19,868440;-19,826450;27,100444;27,532333;27,504915;-118,322118;11,885600;8,170205;8,158389;8,162259;2,058398;2,026130;2,028164;12,003774
14-23-31_497;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_32/Images/14-23-31_497.PNG;-72,554850;-19,854440;-19,868586;-19,826517;27,097175;27,534070;27,508915;-117,701348;11,885594;8,170223;8,158411;8,162269;2,058644;2,026001;2,027867;12,003750
