Time [MM:SS];Image file path;T1;T2;T3;T4;T5;T6;T7;T8;V1;V2;V3;V4;V5;V6;V7;V8
12-36-27_907;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_27/Images/12-36-27_907.PNG;8,029403;NaN;24,918348;24,851851;-31,627109;-31,473719;-31,439312;-31,566806;3,983202;12,004959;2,237047;2,242198;10,067351;10,050299;10,046461;10,060659
12-36-28_407;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_27/Images/12-36-28_407.PNG;7,971586;NaN;24,920747;24,847489;-31,626770;-31,473923;-31,439248;-31,566479;3,990437;12,004953;2,236863;2,242534;10,067313;10,050322;10,046453;10,060623
12-36-28_907;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_27/Images/12-36-28_907.PNG;7,894005;NaN;24,919870;24,846012;-31,627201;-31,474179;-31,439328;-31,566420;4,000161;12,004994;2,236930;2,242648;10,067361;10,050350;10,046462;10,060616
12-36-29_407;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_27/Images/12-36-29_407.PNG;7,925113;NaN;24,911788;24,849221;-31,627459;-31,473944;-31,439269;-31,566678;3,996260;12,004990;2,237551;2,242401;10,067390;10,050324;10,046456;10,060645
12-36-29_907;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_27/Images/12-36-29_907.PNG;7,892461;NaN;24,906806;24,855618;-31,627754;-31,473939;-31,439205;-31,566978;4,000355;12,005000;2,237933;2,241908;10,067422;10,050324;10,046449;10,060678
12-36-30_407;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_27/Images/12-36-30_407.PNG;7,907320;NaN;24,903748;24,856755;-31,626738;-31,474265;-31,439376;-31,566640;3,998491;12,004964;2,238168;2,241820;10,067310;10,050360;10,046468;10,060641
12-36-30_907;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_27/Images/12-36-30_907.PNG;7,883092;NaN;24,902600;24,856879;-31,626830;-31,474222;-31,439563;-31,566801;4,001530;12,004944;2,238256;2,241811;10,067320;10,050355;10,046489;10,060658
12-36-31_407;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_27/Images/12-36-31_407.PNG;7,770644;NaN;24,906612;24,862109;-31,627168;-31,474666;-31,439515;-31,566973;4,015658;12,004950;2,237948;2,241408;10,067357;10,050405;10,046483;10,060678
12-36-31_907;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_27/Images/12-36-31_907.PNG;7,785766;NaN;24,916322;24,871573;-31,627007;-31,474286;-31,439119;-31,566640;4,013756;12,004950;2,237203;2,240679;10,067340;10,050362;10,046439;10,060641
12-36-32_407;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_27/Images/12-36-32_407.PNG;7,762647;NaN;24,926237;24,885686;-31,626636;-31,474912;-31,439194;-31,566962;4,016664;12,004969;2,236442;2,239592;10,067298;10,050432;10,046448;10,060676
12-36-32_907;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_27/Images/12-36-32_907.PNG;7,829786;NaN;24,941173;24,904051;-31,626502;-31,474505;-31,438863;-31,566372;4,008223;12,004964;2,235295;2,238179;10,067284;10,050387;10,046411;10,060611
12-36-33_407;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_27/Images/12-36-33_407.PNG;7,796237;NaN;24,953521;24,921931;-31,626620;-31,474131;-31,439167;-31,566763;4,012439;12,005000;2,234348;2,236804;10,067297;10,050345;10,046445;10,060654
12-36-33_907;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_27/Images/12-36-33_907.PNG;8,058872;NaN;24,970221;24,924055;-31,626668;-31,474714;-31,439434;-31,566946;3,979517;12,004972;2,233068;2,236641;10,067302;10,050410;10,046474;10,060675
12-36-34_407;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_27/Images/12-36-34_407.PNG;8,085592;NaN;24,987436;24,931445;-31,626566;-31,474575;-31,439274;-31,566935;3,976179;12,004947;2,231749;2,236073;10,067291;10,050395;10,046456;10,060673
12-36-34_907;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_27/Images/12-36-34_907.PNG;7,969649;NaN;25,014714;24,954378;-31,626276;-31,473949;-31,439643;-31,566908;3,990680;12,004988;2,229660;2,234311;10,067258;10,050325;10,046498;10,060670
12-36-35_407;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_27/Images/12-36-35_407.PNG;8,032887;NaN;25,037425;24,970758;-31,626674;-31,474340;-31,439520;-31,567037;3,982766;12,004992;2,227923;2,233053;10,067303;10,050368;10,046484;10,060685
