Time [MM:SS];Image file path;T1;T2;T3;T4;T5;T6;T7;T8;V1;V2;V3;V4;V5;V6;V7;V8
18-47-03_353;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_26/Images/18-47-03_353.PNG;29,783088;NaN;26,738017;26,490812;-3,468750;-3,382176;-3,411743;-3,581193;1,936057;12,005947;2,101497;2,119289;5,784333;5,770138;5,774984;5,802786
18-47-03_853;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_26/Images/18-47-03_853.PNG;30,021634;NaN;26,723713;26,489611;-3,468459;-3,381333;-3,412354;-3,581414;1,920441;12,005990;2,102531;2,119376;5,784285;5,769999;5,775084;5,802822
18-47-04_352;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_26/Images/18-47-04_352.PNG;30,021981;NaN;26,712013;26,496026;-3,468637;-3,381420;-3,412274;-3,581363;1,920418;12,005971;2,103377;2,118908;5,784314;5,770014;5,775071;5,802814
18-47-04_853;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_26/Images/18-47-04_853.PNG;30,059515;NaN;26,703622;26,505981;-3,468514;-3,382275;-3,412139;-3,581407;1,917973;12,005940;2,103983;2,118182;5,784294;5,770154;5,775049;5,802821
18-47-05_353;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_26/Images/18-47-05_353.PNG;29,947414;NaN;26,695349;26,516291;-3,468220;-3,381034;-3,411983;-3,581084;1,925286;12,005941;2,104582;2,117431;5,784245;5,769950;5,775023;5,802768
18-47-05_853;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_26/Images/18-47-05_853.PNG;30,195019;NaN;26,689088;26,527971;-3,468325;-3,380431;-3,412397;-3,581349;1,909170;12,005947;2,105035;2,116580;5,784263;5,769852;5,775091;5,802812
18-47-06_353;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_26/Images/18-47-06_353.PNG;30,237922;NaN;26,692877;26,551296;-3,469004;-3,381966;-3,412103;-3,581472;1,906391;12,005989;2,104761;2,114881;5,784374;5,770103;5,775043;5,802832
18-47-06_853;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_26/Images/18-47-06_853.PNG;30,328713;NaN;26,692449;26,560287;-3,468757;-3,382031;-3,412150;-3,581182;1,900524;12,005943;2,104792;2,114226;5,784334;5,770114;5,775051;5,802784
18-47-07_353;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_26/Images/18-47-07_353.PNG;30,363062;NaN;26,695785;26,565742;-3,468761;-3,382238;-3,411579;-3,581240;1,898309;12,005949;2,104550;2,113829;5,784334;5,770148;5,774957;5,802794
18-47-07_853;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_26/Images/18-47-07_853.PNG;30,331253;NaN;26,703103;26,578015;-3,468536;-3,381260;-3,411775;-3,581044;1,900360;12,005982;2,104021;2,112937;5,784297;5,769987;5,774989;5,802762
18-47-08_359;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_26/Images/18-47-08_359.PNG;30,322579;NaN;26,709062;26,592622;-3,468307;-3,381536;-3,412175;-3,581338;1,900920;12,005927;2,103590;2,111874;5,784260;5,770033;5,775055;5,802810
18-47-08_853;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_26/Images/18-47-08_853.PNG;30,328842;NaN;26,705954;26,596558;-3,468430;-3,381045;-3,412597;-3,581127;1,900516;12,005913;2,103815;2,111588;5,784280;5,769952;5,775124;5,802775
18-47-09_354;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_26/Images/18-47-09_354.PNG;30,319818;NaN;26,713752;26,592966;-3,468725;-3,381391;-3,412728;-3,581178;1,901098;12,005950;2,103251;2,111849;5,784328;5,770009;5,775146;5,802784
18-47-09_853;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_26/Images/18-47-09_853.PNG;30,309254;NaN;26,725082;26,600404;-3,468608;-3,380431;-3,412852;-3,581113;1,901780;12,005961;2,102432;2,111309;5,784309;5,769852;5,775166;5,802773
18-47-10_353;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_26/Images/18-47-10_353.PNG;30,263702;NaN;26,733223;26,605078;-3,468241;-3,380078;-3,412913;-3,581294;1,904723;12,005940;2,101843;2,110969;5,784249;5,769794;5,775176;5,802803
18-47-10_853;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_26/Images/18-47-10_853.PNG;30,247050;NaN;26,751626;26,615382;-3,468667;-3,380445;-3,413248;-3,580960;1,905800;12,005947;2,100514;2,110220;5,784319;5,769854;5,775231;5,802748
18-47-11_353;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_26/Images/18-47-11_353.PNG;30,232996;NaN;26,772509;26,623662;-3,468656;-3,380838;-3,413357;-3,581127;1,906710;12,005932;2,099007;2,109619;5,784317;5,769918;5,775249;5,802775
18-47-11_853;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_26/Images/18-47-11_853.PNG;30,249225;NaN;26,782357;26,629080;-3,468783;-3,380529;-3,413364;-3,581044;1,905660;12,005920;2,098296;2,109226;5,784338;5,769868;5,775250;5,802762
18-47-12_353;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_26/Images/18-47-12_353.PNG;30,095630;NaN;26,786134;26,632372;-3,468409;-3,380300;-3,413426;-3,581280;1,915622;12,005930;2,098024;2,108987;5,784276;5,769830;5,775260;5,802800
18-47-12_853;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_26/Images/18-47-12_853.PNG;30,219426;NaN;26,786473;26,632027;-3,468445;-3,379962;-3,412812;-3,580924;1,907588;12,005919;2,098000;2,109012;5,784282;5,769775;5,775159;5,802742
18-47-13_353;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_26/Images/18-47-13_353.PNG;30,140279;NaN;26,785060;26,631280;-3,468216;-3,379631;-3,412666;-3,581261;1,912721;12,005938;2,098102;2,109066;5,784245;5,769720;5,775136;5,802797
18-47-13_853;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_26/Images/18-47-13_853.PNG;30,243725;NaN;26,786663;26,633176;-3,468423;-3,379402;-3,412779;-3,581606;1,906015;12,005918;2,097986;2,108928;5,784279;5,769683;5,775154;5,802854
