Time [MM:SS];Image file path;T1;T2;T3;T4;T5;T6;T7;T8;V1;V2;V3;V4;V5;V6;V7;V8
14-27-39_166;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_8/Images/14-27-39_166.PNG;-24,672761;NaN;27,702053;31,431609;-22,443672;-22,293531;-22,359393;-22,433257;8,866982;12,006778;2,032979;1,787645;8,879769;8,857756;8,867422;8,878245
14-27-39_666;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_8/Images/14-27-39_666.PNG;-24,672538;NaN;27,699129;31,438321;-22,443465;-22,293880;-22,359429;-22,433648;8,866951;12,006788;2,033184;1,787232;8,879739;8,857807;8,867427;8,878302
14-27-40_166;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_8/Images/14-27-40_166.PNG;-24,672359;NaN;27,698584;31,440684;-22,443102;-22,293774;-22,359629;-22,433534;8,866926;12,006769;2,033222;1,787086;8,879686;8,857792;8,867456;8,878285
14-27-40_666;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_8/Images/14-27-40_666.PNG;-24,672573;NaN;27,699283;31,443077;-22,443644;-22,293965;-22,359694;-22,433611;8,866956;12,006738;2,033173;1,786939;8,879765;8,857820;8,867466;8,878297
14-27-41_165;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_8/Images/14-27-41_165.PNG;-24,672705;NaN;27,699641;31,438049;-22,443416;-22,293665;-22,359665;-22,433542;8,866974;12,006811;2,033148;1,787248;8,879732;8,857776;8,867462;8,878286
14-27-41_666;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_8/Images/14-27-41_666.PNG;-24,672491;NaN;27,699223;31,431812;-22,443306;-22,293750;-22,359588;-22,433269;8,866944;12,006779;2,033177;1,787632;8,879716;8,857788;8,867450;8,878246
14-27-42_166;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_8/Images/14-27-42_166.PNG;-24,672479;NaN;27,697749;31,428200;-22,443180;-22,293843;-22,359511;-22,433310;8,866942;12,006703;2,033280;1,787855;8,879697;8,857802;8,867439;8,878252
14-27-42_666;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_8/Images/14-27-42_666.PNG;-24,672256;NaN;27,696462;31,431958;-22,443567;-22,293563;-22,359458;-22,433391;8,866911;12,006742;2,033370;1,787623;8,879754;8,857761;8,867431;8,878264
14-27-43_166;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_8/Images/14-27-43_166.PNG;-24,672538;NaN;27,695464;31,443910;-22,443127;-22,293835;-22,359698;-22,433501;8,866951;12,006782;2,033440;1,786888;8,879690;8,857801;8,867466;8,878280
14-27-43_666;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_8/Images/14-27-43_666.PNG;-24,672410;NaN;27,695942;31,454840;-22,443436;-22,293689;-22,359336;-22,433856;8,866933;12,006789;2,033407;1,786215;8,879735;8,857779;8,867413;8,878332
14-27-44_166;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_8/Images/14-27-44_166.PNG;-24,672406;NaN;27,697357;31,461974;-22,442923;-22,293782;-22,359181;-22,433457;8,866932;12,006731;2,033308;1,785777;8,879660;8,857793;8,867391;8,878274
14-27-44_666;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_8/Images/14-27-44_666.PNG;-24,672410;NaN;27,696981;31,455819;-22,443135;-22,293726;-22,359283;-22,433518;8,866933;12,006788;2,033334;1,786155;8,879691;8,857785;8,867406;8,878283
14-27-45_165;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_8/Images/14-27-45_165.PNG;-24,672269;NaN;27,697893;31,453590;-22,443045;-22,293531;-22,359364;-22,433391;8,866913;12,006745;2,033270;1,786292;8,879678;8,857756;8,867418;8,878264
14-27-45_666;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_8/Images/14-27-45_666.PNG;-24,672462;NaN;27,698942;31,456701;-22,443139;-22,293531;-22,359498;-22,433664;8,866940;12,006766;2,033197;1,786101;8,879691;8,857756;8,867437;8,878304
14-27-46_166;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_8/Images/14-27-46_166.PNG;-24,672333;NaN;27,701184;31,459541;-22,443347;-22,293567;-22,359616;-22,433546;8,866922;12,006773;2,033040;1,785926;8,879722;8,857762;8,867454;8,878287
14-27-46_666;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_8/Images/14-27-46_666.PNG;-24,672372;NaN;27,701806;31,467462;-22,443106;-22,293705;-22,359580;-22,433566;8,866928;12,006805;2,032997;1,785439;8,879687;8,857782;8,867449;8,878290
14-27-47_166;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_8/Images/14-27-47_166.PNG;-24,672474;NaN;27,702531;31,471098;-22,443123;-22,293790;-22,359616;-22,433542;8,866942;12,006757;2,032946;1,785216;8,879689;8,857794;8,867454;8,878286
14-27-47_665;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_8/Images/14-27-47_665.PNG;-24,672812;NaN;27,703392;31,473115;-22,443677;-22,293519;-22,359519;-22,433970;8,866989;12,006748;2,032886;1,785092;8,879770;8,857754;8,867440;8,878349
14-27-48_167;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_8/Images/14-27-48_167.PNG;-24,672487;NaN;27,703852;31,473590;-22,443408;-22,293620;-22,359438;-22,433461;8,866944;12,006785;2,032853;1,785063;8,879731;8,857769;8,867428;8,878274
14-27-48_666;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_8/Images/14-27-48_666.PNG;-24,672273;NaN;27,703639;31,470749;-22,443387;-22,293368;-22,359348;-22,433391;8,866914;12,006760;2,032868;1,785237;8,879728;8,857732;8,867415;8,878264
14-27-49_166;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_8/Images/14-27-49_166.PNG;-24,672338;NaN;27,704551;31,466065;-22,443306;-22,293648;-22,359458;-22,433330;8,866923;12,006723;2,032805;1,785525;8,879716;8,857773;8,867431;8,878255
14-27-49_666;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_8/Images/14-27-49_666.PNG;-24,672483;NaN;27,701116;31,461732;-22,443383;-22,293803;-22,359210;-22,433428;8,866943;12,006739;2,033045;1,785792;8,879727;8,857796;8,867395;8,878270
14-27-50_166;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_8/Images/14-27-50_166.PNG;-24,672367;NaN;27,698286;31,464155;-22,443391;-22,293551;-22,359580;-22,433961;8,866927;12,006776;2,033243;1,785643;8,879728;8,857759;8,867449;8,878348
14-27-50_666;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_8/Images/14-27-50_666.PNG;-24,672261;NaN;27,697050;31,468567;-22,443172;-22,293632;-22,359482;-22,433481;8,866912;12,006756;2,033329;1,785371;8,879696;8,857771;8,867435;8,878277
14-27-51_166;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_8/Images/14-27-51_166.PNG;-24,672449;NaN;27,696095;31,474356;-22,443184;-22,293539;-22,359498;-22,433754;8,866938;12,006761;2,033396;1,785016;8,879698;8,857757;8,867437;8,878317
14-27-51_667;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_8/Images/14-27-51_667.PNG;-24,672261;NaN;27,696095;31,476412;-22,443208;-22,293730;-22,359779;-22,433790;8,866912;12,006801;2,033396;1,784889;8,879701;8,857785;8,867478;8,878323
14-27-52_166;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_8/Images/14-27-52_166.PNG;-24,672521;NaN;27,693981;31,472766;-22,443212;-22,293827;-22,359604;-22,433725;8,866948;12,006769;2,033544;1,785113;8,879702;8,857800;8,867453;8,878313
14-27-52_665;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_8/Images/14-27-52_665.PNG;-24,672504;NaN;27,689686;31,468867;-22,443220;-22,293657;-22,359503;-22,433416;8,866946;12,006762;2,033844;1,785353;8,879703;8,857775;8,867438;8,878268
14-27-53_166;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_8/Images/14-27-53_166.PNG;-24,672491;NaN;27,689925;31,463399;-22,443269;-22,293478;-22,359332;-22,433619;8,866944;12,006714;2,033827;1,785689;8,879710;8,857748;8,867413;8,878298
14-27-53_665;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_8/Images/14-27-53_665.PNG;-24,672308;NaN;27,688936;31,459919;-22,443033;-22,293701;-22,359478;-22,433778;8,866919;12,006771;2,033897;1,785903;8,879676;8,857781;8,867434;8,878321
14-27-54_166;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_8/Images/14-27-54_166.PNG;-24,672342;NaN;27,689789;31,457525;-22,443367;-22,293604;-22,359377;-22,433884;8,866923;12,006719;2,033837;1,786050;8,879725;8,857767;8,867419;8,878336
14-27-54_666;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_8/Images/14-27-54_666.PNG;-24,672355;NaN;27,688152;31,449190;-22,443192;-22,293689;-22,359385;-22,433530;8,866925;12,006807;2,033951;1,786563;8,879699;8,857779;8,867420;8,878285
14-27-55_166;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_8/Images/14-27-55_166.PNG;-24,672573;NaN;27,688127;31,439628;-22,443351;-22,293697;-22,359478;-22,433566;8,866956;12,006748;2,033953;1,787151;8,879722;8,857781;8,867434;8,878290
14-27-55_666;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_8/Images/14-27-55_666.PNG;-24,672573;NaN;27,689022;31,429730;-22,443241;-22,293559;-22,359868;-22,433778;8,866956;12,006781;2,033891;1,787760;8,879706;8,857760;8,867491;8,878321
14-27-56_166;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_8/Images/14-27-56_166.PNG;-24,672457;NaN;27,687829;31,420281;-22,443025;-22,293973;-22,359767;-22,433872;8,866939;12,006756;2,033974;1,788342;8,879675;8,857821;8,867477;8,878335
14-27-56_666;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_8/Images/14-27-56_666.PNG;-24,672658;NaN;27,688689;31,409325;-22,443721;-22,293385;-22,359665;-22,433668;8,866967;12,006774;2,033914;1,789017;8,879777;8,857735;8,867462;8,878305
14-27-57_166;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_8/Images/14-27-57_166.PNG;-24,672530;NaN;27,688016;31,397784;-22,443212;-22,293750;-22,359433;-22,434189;8,866950;12,006755;2,033961;1,789728;8,879702;8,857788;8,867428;8,878381
14-27-57_666;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_8/Images/14-27-57_666.PNG;-24,672551;NaN;27,688706;31,386905;-22,443530;-22,293726;-22,359795;-22,433860;8,866953;12,006785;2,033913;1,790398;8,879749;8,857785;8,867481;8,878333
14-27-58_165;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_8/Images/14-27-58_165.PNG;-24,672427;NaN;27,689183;31,384797;-22,443233;-22,293859;-22,359279;-22,434071;8,866935;12,006778;2,033879;1,790528;8,879705;8,857804;8,867405;8,878364
14-27-58_666;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_8/Images/14-27-58_666.PNG;-24,672628;NaN;27,689218;31,383608;-22,443506;-22,293815;-22,359450;-22,433758;8,866963;12,006728;2,033877;1,790602;8,879745;8,857798;8,867430;8,878318
14-27-59_166;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_8/Images/14-27-59_166.PNG;-24,672735;NaN;27,684378;31,381413;-22,443265;-22,293945;-22,359316;-22,433790;8,866978;12,006750;2,034215;1,790737;8,879710;8,857817;8,867410;8,878323
14-27-59_666;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_8/Images/14-27-59_666.PNG;-24,672393;NaN;27,678764;31,367033;-22,443383;-22,293807;-22,359539;-22,433497;8,866931;12,006763;2,034608;1,791624;8,879727;8,857797;8,867443;8,878280
14-28-00_166;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_8/Images/14-28-00_166.PNG;-24,672581;NaN;27,674411;31,362405;-22,443322;-22,293620;-22,359706;-22,433851;8,866957;12,006758;2,034913;1,791909;8,879718;8,857769;8,867468;8,878332
14-28-00_666;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_8/Images/14-28-00_666.PNG;-24,672526;NaN;27,671984;31,356687;-22,443440;-22,293515;-22,359421;-22,433742;8,866949;12,006779;2,035083;1,792262;8,879735;8,857754;8,867426;8,878316
14-28-01_166;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_8/Images/14-28-01_166.PNG;-24,672521;NaN;27,670562;31,350767;-22,443473;-22,293478;-22,359600;-22,433860;8,866948;12,006789;2,035182;1,792628;8,879740;8,857748;8,867452;8,878333
14-28-01_666;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_8/Images/14-28-01_666.PNG;-24,672487;NaN;27,669302;31,345910;-22,443469;-22,294014;-22,359523;-22,433648;8,866944;12,006772;2,035270;1,792927;8,879740;8,857827;8,867441;8,878302
14-28-02_166;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_8/Images/14-28-02_166.PNG;-24,672145;NaN;27,669566;31,340368;-22,443542;-22,293592;-22,359438;-22,433693;8,866896;12,006772;2,035252;1,793270;8,879750;8,857765;8,867428;8,878308
14-28-02_665;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_8/Images/14-28-02_665.PNG;-24,672885;NaN;27,667701;31,337395;-22,443151;-22,293571;-22,359584;-22,433880;8,866999;12,006739;2,035383;1,793453;8,879693;8,857762;8,867450;8,878336
14-28-03_165;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_8/Images/14-28-03_165.PNG;-24,672415;NaN;27,664159;31,335253;-22,443644;-22,293811;-22,359478;-22,433623;8,866934;12,006758;2,035630;1,793586;8,879765;8,857797;8,867434;8,878298
14-28-03_666;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_8/Images/14-28-03_666.PNG;-24,672474;NaN;27,660430;31,337743;-22,443428;-22,293786;-22,359641;-22,433815;8,866942;12,006759;2,035892;1,793432;8,879734;8,857794;8,867458;8,878326
14-28-04_165;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_8/Images/14-28-04_165.PNG;-24,672474;NaN;27,660013;31,337212;-22,443672;-22,293441;-22,359519;-22,433758;8,866942;12,006743;2,035921;1,793465;8,879769;8,857743;8,867440;8,878318
14-28-04_666;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_8/Images/14-28-04_666.PNG;-24,672560;NaN;27,659893;31,338206;-22,443652;-22,293494;-22,359332;-22,433721;8,866954;12,006787;2,035929;1,793403;8,879766;8,857751;8,867413;8,878313
14-28-05_166;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_8/Images/14-28-05_166.PNG;-24,672748;NaN;27,662839;31,342203;-22,443412;-22,293843;-22,359612;-22,433725;8,866980;12,006750;2,035723;1,793156;8,879731;8,857802;8,867454;8,878313
14-28-05_667;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_8/Images/14-28-05_667.PNG;-24,672645;NaN;27,663478;31,341006;-22,443546;-22,293677;-22,359507;-22,433632;8,866966;12,006772;2,035678;1,793230;8,879751;8,857778;8,867438;8,878300
14-28-06_166;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_8/Images/14-28-06_166.PNG;-24,672367;NaN;27,663001;31,339857;-22,443412;-22,293786;-22,359498;-22,433876;8,866927;12,006771;2,035712;1,793301;8,879731;8,857794;8,867437;8,878335
14-28-06_666;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_8/Images/14-28-06_666.PNG;-24,672692;NaN;27,659519;31,337724;-22,443725;-22,293531;-22,359722;-22,433717;8,866972;12,006812;2,035955;1,793433;8,879777;8,857756;8,867470;8,878312
14-28-07_166;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_8/Images/14-28-07_166.PNG;-24,672594;NaN;27,657791;31,337000;-22,443672;-22,293689;-22,359913;-22,433908;8,866959;12,006763;2,036076;1,793478;8,879769;8,857779;8,867498;8,878340
14-28-07_666;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_8/Images/14-28-07_666.PNG;-24,672855;NaN;27,657204;31,324368;-22,443807;-22,293843;-22,359722;-22,434132;8,866995;12,006787;2,036117;1,794258;8,879789;8,857802;8,867470;8,878373
14-28-08_166;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_8/Images/14-28-08_166.PNG;-24,672761;NaN;27,658566;31,315523;-22,443693;-22,293815;-22,359360;-22,434051;8,866982;12,006772;2,036022;1,794804;8,879772;8,857798;8,867417;8,878361
14-28-08_665;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_8/Images/14-28-08_665.PNG;-24,672761;NaN;27,658463;31,307558;-22,443563;-22,293953;-22,359803;-22,434165;8,866982;12,006790;2,036029;1,795297;8,879753;8,857818;8,867482;8,878378
